id_lineups,Lineup,Plus/Minus,Minutes,Possessions Equipe,Points Equipe,Field goals attempted Equipe,Field goals made Equipe,2-pt field goals attempted Equipe,2-pt field goals made Equipe,"2-pt field goals, % Equipe","centile_2-pt field goals, % Equipe",3-pt field goals attempted Equipe,3-pt field goals made Equipe,"3-pt field goals, % Equipe","centile_3-pt field goals, % Equipe",Free throws attempted Equipe,Free throws made Equipe,"Free throws, % Equipe","centile_Free throws, % Equipe",Rebounds Equipe,Offensive rebounds Equipe,Defensive rebounds Equipe,Assists Equipe,Steals Equipe,Turnovers Equipe,Fouls Equipe,Possessions Opposant,Points Opposant,Field goals attempted Opposant,Field goals made Opposant,2-pt field goals attempted Opposant,2-pt field goals made Opposant,"2-pt field goals, % Opposant","centile_2-pt field goals, % Opposant",3-pt field goals attempted Opposant,3-pt field goals made Opposant,"3-pt field goals, % Opposant","centile_3-pt field goals, % Opposant",Free throws attempted Opposant,Free throws made Opposant,"Free throws, % Opposant","centile_Free throws, % Opposant",Rebounds Opposant,Offensive rebounds Opposant,Defensive rebounds Opposant,Assists Opposant,Steals Opposant,Turnovers Opposant,Fouls Opposant,Equipe,Championnat,Player_1_name,Player_2_name,Player_3_name,Player_4_name,Player_5_name,Player_1_id,Player_2_id,Player_3_id,Player_4_id,Player_5_id,Secondes,centile_Secondes,Rentabilite_possessions_equipe,centile_Rentabilite_possessions_equipe,Rentabilite_possessions_opp,centile_Rentabilite_possessions_opp,Differentiel_rentabilite_possessions,centile_Differentiel_rentabilite_possessions,Rentabilite_temps_equipe,centile_Rentabilite_temps_equipe,Rentabilite_temps_opp,centile_Rentabilite_temps_opp,Differentiel_rentabilite_temps,centile_Differentiel_rentabilite_temps,True_Shooting_%_equipe,centile_True_Shooting_%_equipe,True_Shooting_%_opp,centile_True_Shooting_%_opp,Differentiel_True_Shooting_%,centile_Differentiel_True_Shooting_%,Pts_Tirs_Tentes_equipe,centile_Pts_Tirs_Tentes_equipe,Pts_Tirs_Tentes_opp,centile_Pts_Tirs_Tentes_opp,minutes_filtre,Differentiel_Pts_Tirs_Tentes,centile_Differentiel_Pts_Tirs_Tentes
PB-7HPB-4CPB-18SPB-2HPB-1M,"7 S. Herrera, 4 L. Cavaliere, 18 E. Shahrvin, 2 N. Hifi, 1 C. MALCOLM",27,36:03,94,100,65,35,27,16,59.3,59,38,19,50.0,80,14,11,78.6,51,32,12,20,21,7,9,22,89,73,55,26,39,21,53.8,51,16,5,31.3,35,25,16,64.0,22,19,6,13,18,7,12,18,Paris Basketball,Betclic Elite,7 S. Herrera,4 L. Cavaliere,18 E. Shahrvin,2 N. Hifi,1 C. MALCOLM,PB-7H,PB-4C,PB-18S,PB-2H,PB-1M,2163.0,87,106.38297872340424,82,82.02247191011236,55,24.36050681329189,79,104.2995839112344,81,98.75173370319,33,5.54785020804438,65,70.26419336706014,81,55.3030303030303,39,14.961163064029847,79,140.5283867341203,81,110.6060606060606,60,29.92232612805969,79,blue
PB-10SPB-7HPB-4CPB-2HPB-1M,"10 B. Sy, 7 S. Herrera, 4 L. Cavaliere, 2 N. Hifi, 1 C. MALCOLM",2,34:48,92,78,51,23,22,13,59.1,58,29,10,34.5,44,26,22,84.6,67,29,8,21,14,3,14,17,90,76,61,25,38,16,42.1,19,23,9,39.1,62,19,17,89.5,75,25,11,14,18,8,9,22,Paris Basketball,Betclic Elite,10 B. Sy,7 S. Herrera,4 L. Cavaliere,2 N. Hifi,1 C. MALCOLM,PB-10S,PB-7H,PB-4C,PB-2H,PB-1M,2088.0,87,84.78260869565217,47,84.44444444444444,50,0.3381642512077292,47,105.7471264367816,84,103.44827586206895,15,2.298850574712631,57,62.45996156310058,62,54.786620530565166,37,7.673341032535411,64,124.91992312620116,62,109.57324106113032,62,15.346682065070825,64,blue
PB-0IPB-3WPB-20JPB-2HPB-13H,"0 T. Shorts II, 3 T. Ward, 20 M. Jantunen, 2 N. Hifi, 13 K. Hayes",41,33:06,90,105,56,34,31,21,67.7,83,25,13,52.0,84,28,24,85.7,69,31,8,23,16,8,9,20,80,64,45,18,24,10,41.7,17,21,8,38.1,60,25,20,80.0,54,18,4,14,12,4,16,25,Paris Basketball,Betclic Elite,0 T. Shorts II,3 T. Ward,20 M. Jantunen,2 N. Hifi,13 K. Hayes,PB-0I,PB-3W,PB-20J,PB-2H,PB-13H,1986.0,86,116.66666666666669,91,80.0,60,36.66666666666667,90,108.76132930513594,88,96.67673716012084,42,12.084592145015094,82,76.84426229508198,94,57.14285714285714,50,19.70140515222484,87,153.68852459016395,94,114.28571428571428,49,39.40281030444967,87,blue
PB-10SPB-12LPB-4CPB-2HPB-1M,"10 B. Sy, 12 M. Lo, 4 L. Cavaliere, 2 N. Hifi, 1 C. MALCOLM",-32,28:31,70,52,44,19,25,15,60.0,63,19,4,21.1,15,15,10,66.7,27,19,9,10,10,5,10,12,67,84,44,28,26,18,69.2,87,18,10,55.6,90,21,18,85.7,71,25,6,19,16,7,11,18,Paris Basketball,Betclic Elite,10 B. Sy,12 M. Lo,4 L. Cavaliere,2 N. Hifi,1 C. MALCOLM,PB-10S,PB-12L,PB-4C,PB-2H,PB-1M,1711.0,81,74.28571428571429,28,125.37313432835822,1,-51.08742004264393,3,98.18819403857394,63,93.9801285797779,57,4.208065458796042,63,51.38339920948617,26,78.88805409466566,98,-27.50465488517949,5,102.76679841897234,26,157.77610818933132,1,-55.00930977035898,5,blue
PB-10SPB-12LPB-24OPB-4CPB-2H,"10 B. Sy, 12 M. Lo, 24 B. Ouattara, 4 L. Cavaliere, 2 N. Hifi",24,25:52,66,83,42,22,16,8,50.0,34,26,14,53.8,85,29,25,86.2,71,23,8,15,13,4,7,13,66,59,41,20,27,15,55.6,57,14,5,35.7,51,17,14,82.4,59,18,6,12,13,5,11,20,Paris Basketball,Betclic Elite,10 B. Sy,12 M. Lo,24 B. Ouattara,4 L. Cavaliere,2 N. Hifi,PB-10S,PB-12L,PB-24O,PB-4C,PB-2H,1552.0,76,125.75757575757576,96,89.39393939393939,39,36.36363636363636,89,102.0618556701031,73,102.0618556701031,20,0.0,49,75.78524470416362,92,60.84983498349834,63,14.935409720665277,79,151.57048940832723,92,121.69966996699668,36,29.870819441330557,79,blue
PB-0IPB-3WPB-20JPB-7HPB-13H,"0 T. Shorts II, 3 T. Ward, 20 M. Jantunen, 7 S. Herrera, 13 K. Hayes",2,21:49,57,53,37,20,18,13,72.2,90,19,7,36.8,48,8,6,75.0,43,13,2,11,9,5,9,13,66,51,41,19,29,15,51.7,43,12,4,33.3,42,9,9,100.0,90,24,8,16,10,3,9,9,Paris Basketball,Betclic Elite,0 T. Shorts II,3 T. Ward,20 M. Jantunen,7 S. Herrera,13 K. Hayes,PB-0I,PB-3W,PB-20J,PB-7H,PB-13H,1309.0,71,92.98245614035088,63,77.27272727272727,65,15.70972886762361,67,104.50725744843392,81,121.00840336134452,0,-16.501145912910616,7,65.39980256663375,72,56.7170818505338,48,8.68272071609995,67,130.7996051332675,72,113.4341637010676,51,17.3654414321999,67,blue
PB-10SPB-24OPB-4CPB-2HPB-1M,"10 B. Sy, 24 B. Ouattara, 4 L. Cavaliere, 2 N. Hifi, 1 C. MALCOLM",12,21:30,55,56,36,19,12,8,66.7,80,24,11,45.8,74,10,7,70.0,33,22,10,12,14,0,7,8,50,44,34,17,19,12,63.2,75,15,5,33.3,42,7,5,71.4,33,9,4,5,12,3,6,11,Paris Basketball,Betclic Elite,10 B. Sy,24 B. Ouattara,4 L. Cavaliere,2 N. Hifi,1 C. MALCOLM,PB-10S,PB-24O,PB-4C,PB-2H,PB-1M,1290.0,71,101.8181818181818,75,88.0,43,13.818181818181811,65,102.32558139534883,74,93.02325581395348,62,9.302325581395351,75,69.30693069306932,80,59.331175836030205,57,9.975754857039114,71,138.61386138613864,80,118.6623516720604,42,19.951509714078227,71,blue
PB-12LPB-4CPB-18SPB-2HPB-1M,"12 M. Lo, 4 L. Cavaliere, 18 E. Shahrvin, 2 N. Hifi, 1 C. MALCOLM",24,21:07,56,68,41,24,17,12,70.6,86,24,12,50.0,80,12,8,66.7,27,22,8,14,16,4,6,6,54,44,40,19,24,15,62.5,74,16,4,25.0,19,2,2,100.0,90,11,5,6,11,5,8,6,Paris Basketball,Betclic Elite,12 M. Lo,4 L. Cavaliere,18 E. Shahrvin,2 N. Hifi,1 C. MALCOLM,PB-12L,PB-4C,PB-18S,PB-2H,PB-1M,1267.0,69,121.42857142857142,95,81.48148148148148,56,39.947089947089935,93,106.07734806629834,85,102.28887134964484,19,3.7884767166535056,62,73.46585998271391,88,53.81604696673189,34,19.64981301598202,86,146.93171996542782,88,107.63209393346378,65,39.29962603196404,86,blue
PB-12LPB-3WPB-20JPB-7HPB-13H,"12 M. Lo, 3 T. Ward, 20 M. Jantunen, 7 S. Herrera, 13 K. Hayes",5,13:51,33,29,23,10,8,5,62.5,71,15,5,33.3,39,6,4,66.7,27,11,3,8,7,3,4,7,30,24,17,8,11,6,54.5,53,6,2,33.3,42,6,6,100.0,90,9,0,9,3,2,5,5,Paris Basketball,Betclic Elite,12 M. Lo,3 T. Ward,20 M. Jantunen,7 S. Herrera,13 K. Hayes,PB-12L,PB-3W,PB-20J,PB-7H,PB-13H,831.0,40,87.87878787878788,54,80.0,60,7.878787878787875,59,95.30685920577618,46,86.64259927797833,84,8.664259927797843,75,56.552262090483616,42,61.09979633401221,64,-4.547534243528595,35,113.10452418096725,42,122.19959266802442,35,-9.09506848705719,35,blue
PB-12LPB-24OPB-4CPB-18SPB-2H,"12 M. Lo, 24 B. Ouattara, 4 L. Cavaliere, 18 E. Shahrvin, 2 N. Hifi",-13,12:27,35,19,22,6,12,3,25.0,2,10,3,30.0,32,5,4,80.0,55,10,5,5,4,1,5,6,26,32,17,10,9,5,55.6,57,8,5,62.5,96,9,7,77.8,49,10,1,9,7,2,4,7,Paris Basketball,Betclic Elite,12 M. Lo,24 B. Ouattara,4 L. Cavaliere,18 E. Shahrvin,2 N. Hifi,PB-12L,PB-24O,PB-4C,PB-18S,PB-2H,747.0,31,54.285714285714285,4,123.07692307692308,1,-68.79120879120879,0,112.44979919678715,92,83.53413654618474,88,28.91566265060241,97,39.25619834710744,4,76.33587786259541,96,-37.07967951548797,1,78.51239669421489,4,152.67175572519082,3,-74.15935903097593,1,blue
PB-12LPB-24OPB-0IPB-20JPB-13H,"12 M. Lo, 24 B. Ouattara, 0 T. Shorts II, 20 M. Jantunen, 13 K. Hayes",-14,11:22,30,21,19,8,12,6,50.0,34,7,2,28.6,29,5,3,60.0,18,7,4,3,3,2,6,5,32,35,21,13,12,7,58.3,64,9,6,66.7,98,4,3,75.0,41,8,2,6,7,4,4,7,Paris Basketball,Betclic Elite,12 M. Lo,24 B. Ouattara,0 T. Shorts II,20 M. Jantunen,13 K. Hayes,PB-12L,PB-24O,PB-0I,PB-20J,PB-13H,682.0,20,70.0,20,109.375,9,-39.375,9,105.57184750733138,82,112.6099706744868,4,-7.038123167155419,27,49.528301886792455,21,76.88927943760984,96,-27.36097755081739,5,99.05660377358492,21,153.7785588752197,3,-54.72195510163478,5,blue
PB-10SPB-34HPB-0IPB-1MPB-13H,"10 B. Sy, 34 D. Hommes, 0 T. Shorts II, 1 C. MALCOLM, 13 K. Hayes",14,11:16,23,34,14,10,7,6,85.7,97,7,4,57.1,89,11,10,90.9,78,7,0,7,8,0,2,5,25,20,17,8,12,8,66.7,82,5,0,0.0,1,4,4,100.0,90,5,2,3,3,1,4,8,Paris Basketball,Betclic Elite,10 B. Sy,34 D. Hommes,0 T. Shorts II,1 C. MALCOLM,13 K. Hayes,PB-10S,PB-34H,PB-0I,PB-1M,PB-13H,676.0,19,147.82608695652172,98,80.0,60,67.82608695652172,99,81.65680473372781,8,88.75739644970415,78,-7.100591715976336,26,90.2335456475584,99,53.30490405117271,32,36.92864159638568,98,180.4670912951168,99,106.6098081023454,67,73.85728319277136,98,blue
PB-12LPB-24OPB-3WPB-20JPB-13H,"12 M. Lo, 24 B. Ouattara, 3 T. Ward, 20 M. Jantunen, 13 K. Hayes",12,11:10,26,23,19,10,11,8,72.7,91,8,2,25.0,22,1,1,100.0,90,8,1,7,7,4,2,3,29,11,15,5,8,4,50.0,38,7,1,14.3,7,0,0,0.0,1,9,2,7,4,0,8,5,Paris Basketball,Betclic Elite,12 M. Lo,24 B. Ouattara,3 T. Ward,20 M. Jantunen,13 K. Hayes,PB-12L,PB-24O,PB-3W,PB-20J,PB-13H,670.0,17,88.46153846153845,56,37.93103448275862,99,50.53050397877984,96,93.13432835820896,36,103.8805970149254,14,-10.746268656716438,17,59.15637860082305,53,36.66666666666666,1,22.489711934156382,92,118.3127572016461,53,73.33333333333333,98,44.979423868312765,92,blue
PB-10SPB-24OPB-0IPB-3WPB-13H,"10 B. Sy, 24 B. Ouattara, 0 T. Shorts II, 3 T. Ward, 13 K. Hayes",5,10:46,28,26,17,10,12,7,58.3,56,5,3,60.0,92,4,3,75.0,43,8,1,7,9,2,5,6,29,21,20,8,13,6,46.2,28,7,2,28.6,28,3,3,100.0,90,8,3,5,4,3,2,3,Paris Basketball,Betclic Elite,10 B. Sy,24 B. Ouattara,0 T. Shorts II,3 T. Ward,13 K. Hayes,PB-10S,PB-24O,PB-0I,PB-3W,PB-13H,646.0,10,92.85714285714286,63,72.41379310344827,77,20.44334975369459,73,104.0247678018576,79,107.73993808049536,8,-3.715170278637757,37,69.2963752665245,79,49.249530956848034,21,20.046844309676477,87,138.592750533049,79,98.49906191369608,78,40.09368861935295,87,blue
PB-10SPB-12LPB-6KPB-2HPB-1M,"10 B. Sy, 12 M. Lo, 6 M. Kessens, 2 N. Hifi, 1 C. MALCOLM",-14,10:25,23,15,15,6,10,5,50.0,34,5,1,20.0,13,4,2,50.0,9,8,3,5,1,1,6,7,27,29,17,9,6,6,100.0,100,11,3,27.3,24,11,8,72.7,36,8,1,7,7,4,1,3,Paris Basketball,Betclic Elite,10 B. Sy,12 M. Lo,6 M. Kessens,2 N. Hifi,1 C. MALCOLM,PB-10S,PB-12L,PB-6K,PB-2H,PB-1M,625.0,5,65.21739130434783,14,107.40740740740742,11,-42.19001610305959,7,88.32,20,103.68,14,-15.360000000000014,9,44.749403341288776,11,66.39194139194139,79,-21.64253805065261,9,89.49880668257755,11,132.78388278388277,20,-43.28507610130522,9,blue
PB-10SPB-24OPB-18SPB-2HPB-1M,"10 B. Sy, 24 B. Ouattara, 18 E. Shahrvin, 2 N. Hifi, 1 C. MALCOLM",6,10:21,31,23,18,6,4,1,25.0,2,14,5,35.7,44,8,6,75.0,43,11,5,6,2,2,6,7,26,17,16,5,12,5,41.7,17,4,0,0.0,1,7,7,100.0,90,8,4,4,5,3,4,8,Paris Basketball,Betclic Elite,10 B. Sy,24 B. Ouattara,18 E. Shahrvin,2 N. Hifi,1 C. MALCOLM,PB-10S,PB-24O,PB-18S,PB-2H,PB-1M,621.0,4,74.19354838709677,27,65.38461538461539,86,8.808933002481382,59,119.80676328502416,98,100.4830917874396,27,19.32367149758454,90,53.43866171003717,34,44.54926624737946,9,8.889395462657717,67,106.87732342007436,34,89.09853249475891,90,17.778790925315434,67,blue
PB-8KPB-24OPB-0IPB-3WPB-4C,"8 L. Kratzer, 24 B. Ouattara, 0 T. Shorts II, 3 T. Ward, 4 L. Cavaliere",-3,10:02,26,18,17,7,11,5,45.5,25,6,2,33.3,39,2,2,100.0,90,8,4,4,3,1,4,7,26,21,16,9,11,8,72.7,92,5,1,20.0,10,2,2,100.0,90,6,2,4,9,4,2,4,Paris Basketball,Betclic Elite,8 L. Kratzer,24 B. Ouattara,0 T. Shorts II,3 T. Ward,4 L. Cavaliere,PB-8K,PB-24O,PB-0I,PB-3W,PB-4C,602.0,1,69.23076923076923,19,80.76923076923077,57,-11.538461538461547,30,103.65448504983388,78,103.65448504983388,14,0.0,49,50.33557046979866,24,62.20379146919432,67,-11.868220999395652,21,100.67114093959732,24,124.40758293838864,32,-23.736441998791307,21,blue
S-9RS-12MS-13OS-4OS-0T,"9 J. Robinson, 12 K. Moore, 13 D. Olejniczak, 4 G. Oniangue, 0 N. Traore",-17,42:18,106,75,60,24,29,12,41.4,18,31,12,38.7,57,15,15,100.0,90,35,9,26,12,8,22,17,91,92,67,35,36,23,63.9,78,31,12,38.7,61,12,10,83.3,63,27,7,20,32,11,13,17,Saint-Quentin,Betclic Elite,9 J. Robinson,12 K. Moore,13 D. Olejniczak,4 G. Oniangue,0 N. Traore,S-9R,S-12M,S-13O,S-4O,S-0T,2538.0,91,70.75471698113208,22,101.0989010989011,16,-30.344184117769014,13,100.23640661938532,68,86.05200945626478,85,14.18439716312055,85,56.30630630630631,41,63.64139457664637,72,-7.335088270340059,30,112.61261261261262,41,127.28278915329274,27,-14.670176540680115,30,blue
S-9RS-12MS-13OS-4OS-10B,"9 J. Robinson, 12 K. Moore, 13 D. Olejniczak, 4 G. Oniangue, 10 L. Boucaud",14,29:45,68,57,45,22,29,17,58.6,57,16,5,31.3,33,11,8,72.7,38,26,8,18,14,5,9,18,69,43,37,16,25,13,52.0,44,12,3,25.0,19,10,8,80.0,54,17,4,13,13,5,11,12,Saint-Quentin,Betclic Elite,9 J. Robinson,12 K. Moore,13 D. Olejniczak,4 G. Oniangue,10 L. Boucaud,S-9R,S-12M,S-13O,S-4O,S-10B,1785.0,82,83.82352941176471,45,62.31884057971014,91,21.50468883205457,75,91.42857142857144,31,92.77310924369748,64,-1.3445378151260456,44,57.18298555377207,44,51.93236714975845,29,5.250618404013622,57,114.36597110754414,44,103.8647342995169,70,10.501236808027244,57,blue
S-9RS-0SS-4OS-0TS-5P,"9 J. Robinson, 0 L. Schwartz, 4 G. Oniangue, 0 N. Traore, 5 W. Pfister",11,25:32,60,52,42,18,18,10,55.6,48,24,8,33.3,39,13,8,61.5,19,21,5,16,11,3,6,16,57,41,31,12,17,9,52.9,48,14,3,21.4,12,21,14,66.7,26,21,4,17,14,6,8,7,Saint-Quentin,Betclic Elite,9 J. Robinson,0 L. Schwartz,4 G. Oniangue,0 N. Traore,5 W. Pfister,S-9R,S-0S,S-4O,S-0T,S-5P,1532.0,76,86.66666666666667,50,71.9298245614035,78,14.736842105263165,66,93.99477806788512,42,89.29503916449086,76,4.699738903394263,64,54.48449287510479,37,50.94433399602385,28,3.540158879080934,54,108.96898575020955,37,101.8886679920477,71,7.080317758161868,54,blue
S-9RS-12MS-13OS-22KS-0T,"9 J. Robinson, 12 K. Moore, 13 D. Olejniczak, 22 N. Kirkwood, 0 N. Traore",-9,24:40,55,56,44,24,28,18,64.3,75,16,6,37.5,51,2,2,100.0,90,20,5,15,11,3,7,14,59,65,40,22,23,13,56.5,60,17,9,52.9,88,17,12,70.6,32,16,3,13,14,5,5,5,Saint-Quentin,Betclic Elite,9 J. Robinson,12 K. Moore,13 D. Olejniczak,22 N. Kirkwood,0 N. Traore,S-9R,S-12M,S-13O,S-22K,S-0T,1480.0,75,101.8181818181818,75,110.16949152542372,9,-8.35130970724191,33,89.1891891891892,24,95.67567567567568,47,-6.486486486486484,28,62.38859180035651,62,68.44987363100252,83,-6.06128183064601,32,124.77718360071302,62,136.89974726200504,16,-12.12256366129202,32,blue
S-9RS-12MS-13OS-4OS-26G,"9 J. Robinson, 12 K. Moore, 13 D. Olejniczak, 4 G. Oniangue, 26 E. Goudou-Sinha",-11,23:56,58,55,38,18,20,11,55.0,46,18,7,38.9,58,13,12,92.3,79,17,6,11,9,3,4,9,57,66,43,25,27,15,55.6,57,16,10,62.5,96,7,6,85.7,71,20,7,13,20,2,5,14,Saint-Quentin,Betclic Elite,9 J. Robinson,12 K. Moore,13 D. Olejniczak,4 G. Oniangue,26 E. Goudou-Sinha,S-9R,S-12M,S-13O,S-4O,S-26G,1436.0,74,94.82758620689656,67,115.78947368421052,4,-20.96188747731398,16,96.93593314763233,54,95.26462395543174,50,1.6713091922005674,54,62.90027447392498,64,71.61458333333334,92,-8.714308859408362,27,125.80054894784996,64,143.22916666666669,7,-17.428617718816724,27,blue
S-9RS-0SS-12MS-13OS-0T,"9 J. Robinson, 0 L. Schwartz, 12 K. Moore, 13 D. Olejniczak, 0 N. Traore",2,19:42,41,43,32,18,24,15,62.5,71,8,3,37.5,51,4,4,100.0,90,16,5,11,11,0,3,8,43,41,33,16,19,11,57.9,63,14,5,35.7,51,5,4,80.0,54,13,4,9,11,0,1,4,Saint-Quentin,Betclic Elite,9 J. Robinson,0 L. Schwartz,12 K. Moore,13 D. Olejniczak,0 N. Traore,S-9R,S-0S,S-12M,S-13O,S-0T,1182.0,64,104.8780487804878,81,95.34883720930232,28,9.52921157118547,60,83.248730964467,9,87.30964467005076,82,-4.060913705583758,35,63.68483412322276,66,58.23863636363635,55,5.446197759586404,57,127.36966824644551,66,116.4772727272727,44,10.892395519172808,57,blue
S-9RS-0SS-13OS-4OS-0T,"9 J. Robinson, 0 L. Schwartz, 13 D. Olejniczak, 4 G. Oniangue, 0 N. Traore",19,19:25,41,48,26,16,15,9,60.0,63,11,7,63.6,96,13,9,69.2,32,12,0,12,12,2,5,15,48,29,26,8,15,7,46.7,30,11,1,9.1,4,18,12,66.7,26,13,4,9,5,2,6,10,Saint-Quentin,Betclic Elite,9 J. Robinson,0 L. Schwartz,13 D. Olejniczak,4 G. Oniangue,0 N. Traore,S-9R,S-0S,S-13O,S-4O,S-0T,1165.0,63,117.07317073170732,92,60.41666666666666,93,56.65650406504064,98,84.46351931330472,12,98.88412017167384,33,-14.420600858369111,12,75.66204287515762,92,42.74764150943396,4,32.91440136572366,98,151.32408575031525,92,85.49528301886792,95,65.82880273144733,98,blue
S-13OS-4OS-26GS-0TS-5P,"13 D. Olejniczak, 4 G. Oniangue, 26 E. Goudou-Sinha, 0 N. Traore, 5 W. Pfister",5,14:14,32,31,23,11,12,6,50.0,34,11,5,45.5,73,6,4,66.7,27,13,5,8,6,2,3,6,35,26,21,9,9,4,44.4,24,12,5,41.7,71,5,3,60.0,17,9,3,6,5,3,7,9,Saint-Quentin,Betclic Elite,13 D. Olejniczak,4 G. Oniangue,26 E. Goudou-Sinha,0 N. Traore,5 W. Pfister,S-13O,S-4O,S-26G,S-0T,S-5P,854.0,41,96.875,70,74.28571428571429,72,22.589285714285708,75,89.92974238875878,26,98.36065573770492,34,-8.430913348946135,22,60.45241809672387,56,56.0344827586207,44,4.41793533810317,56,120.90483619344774,56,112.0689655172414,55,8.83587067620634,56,blue
S-9RS-4OS-22KS-0TS-5P,"9 J. Robinson, 4 G. Oniangue, 22 N. Kirkwood, 0 N. Traore, 5 W. Pfister",1,13:28,33,25,24,11,13,8,61.5,68,11,3,27.3,27,0,0,0.0,1,12,2,10,8,3,3,9,31,24,20,9,13,6,46.2,28,7,3,42.9,73,7,3,42.9,6,11,3,8,5,1,4,6,Saint-Quentin,Betclic Elite,9 J. Robinson,4 G. Oniangue,22 N. Kirkwood,0 N. Traore,5 W. Pfister,S-9R,S-4O,S-22K,S-0T,S-5P,808.0,38,75.75757575757575,30,77.41935483870968,64,-1.661779081133929,44,98.01980198019804,61,92.07920792079209,67,5.940594059405953,66,52.083333333333336,28,51.99306759098788,30,0.0902657423454584,45,104.16666666666669,28,103.98613518197575,69,0.1805314846909169,45,blue
S-9RS-13OS-4OS-0TS-5P,"9 J. Robinson, 13 D. Olejniczak, 4 G. Oniangue, 0 N. Traore, 5 W. Pfister",4,13:27,32,24,24,7,10,5,50.0,34,14,2,14.3,7,8,8,100.0,90,11,4,7,4,2,1,8,29,20,17,6,6,3,50.0,38,11,3,27.3,24,6,5,83.3,63,14,4,10,6,0,3,6,Saint-Quentin,Betclic Elite,9 J. Robinson,13 D. Olejniczak,4 G. Oniangue,0 N. Traore,5 W. Pfister,S-9R,S-13O,S-4O,S-0T,S-5P,807.0,38,75.0,29,68.96551724137932,83,6.034482758620683,55,95.16728624535315,45,86.2453531598513,84,8.921933085501863,75,43.604651162790695,10,50.91649694501018,27,-7.311845782219486,30,87.20930232558139,10,101.83299389002036,72,-14.623691564438971,30,blue
S-9RS-13OS-26GS-0TS-5P,"9 J. Robinson, 13 D. Olejniczak, 26 E. Goudou-Sinha, 0 N. Traore, 5 W. Pfister",4,13:11,36,28,24,9,15,5,33.3,7,9,4,44.4,71,6,6,100.0,90,13,6,7,8,3,3,3,27,24,18,8,9,4,44.4,24,9,4,44.4,76,4,4,100.0,90,8,2,6,6,2,5,8,Saint-Quentin,Betclic Elite,9 J. Robinson,13 D. Olejniczak,26 E. Goudou-Sinha,0 N. Traore,5 W. Pfister,S-9R,S-13O,S-26G,S-0T,S-5P,791.0,37,77.77777777777779,34,88.88888888888889,40,-11.1111111111111,30,109.22882427307206,88,81.92161820480405,91,27.307206068268016,96,52.55255255255256,31,60.72874493927125,62,-8.176192386718697,28,105.10510510510512,31,121.4574898785425,37,-16.352384773437393,28,blue
S-14SS-4OS-26GS-5PS-10B,"14 M. Santos-Silva, 4 G. Oniangue, 26 E. Goudou-Sinha, 5 W. Pfister, 10 L. Boucaud",-16,13:02,39,8,21,3,12,2,16.7,1,9,1,11.1,5,2,1,50.0,9,13,9,4,1,1,10,6,26,24,15,8,5,4,80.0,96,10,4,40.0,67,4,4,100.0,90,9,3,6,6,3,6,3,Saint-Quentin,Betclic Elite,14 M. Santos-Silva,4 G. Oniangue,26 E. Goudou-Sinha,5 W. Pfister,10 L. Boucaud,S-14S,S-4O,S-26G,S-5P,S-10B,782.0,35,20.51282051282051,0,92.3076923076923,32,-71.7948717948718,0,119.693094629156,97,79.79539641943735,95,39.897698209718655,99,18.28153564899452,0,71.59904534606206,91,-53.317509697067536,0,36.56307129798903,0,143.1980906921241,8,-106.63501939413509,0,blue
S-9RS-12MS-4OS-26GS-5P,"9 J. Robinson, 12 K. Moore, 4 G. Oniangue, 26 E. Goudou-Sinha, 5 W. Pfister",10,12:08,29,28,16,10,5,3,60.0,63,11,7,63.6,96,3,1,33.3,3,9,1,8,7,3,2,7,29,18,15,6,12,5,41.7,17,3,1,33.3,42,7,5,71.4,33,6,2,4,4,1,6,10,Saint-Quentin,Betclic Elite,9 J. Robinson,12 K. Moore,4 G. Oniangue,26 E. Goudou-Sinha,5 W. Pfister,S-9R,S-12M,S-4O,S-26G,S-5P,728.0,27,96.55172413793105,69,62.06896551724138,91,34.48275862068965,87,95.6043956043956,48,95.6043956043956,47,0.0,49,80.83140877598153,97,49.77876106194691,23,31.05264771403462,96,161.66281755196306,97,99.55752212389382,76,62.10529542806924,96,blue
S-9RS-13OS-4OS-26GS-5P,"9 J. Robinson, 13 D. Olejniczak, 4 G. Oniangue, 26 E. Goudou-Sinha, 5 W. Pfister",2,11:50,35,27,23,10,14,8,57.1,53,9,2,22.2,16,5,5,100.0,90,11,6,5,3,3,6,9,29,25,16,9,10,7,70.0,88,6,2,33.3,42,8,5,62.5,20,6,0,6,6,5,4,6,Saint-Quentin,Betclic Elite,9 J. Robinson,13 D. Olejniczak,4 G. Oniangue,26 E. Goudou-Sinha,5 W. Pfister,S-9R,S-13O,S-4O,S-26G,S-5P,710.0,24,77.14285714285715,32,86.20689655172413,47,-9.064039408866975,32,118.30985915492955,96,98.02816901408453,35,20.281690140845058,91,53.57142857142857,34,64.03688524590164,74,-10.465456674473074,25,107.14285714285714,34,128.0737704918033,25,-20.93091334894615,25,blue
