id_lineups,Lineup,Plus/Minus,Minutes,Possessions Equipe,Points Equipe,Field goals attempted Equipe,Field goals made Equipe,2-pt field goals attempted Equipe,2-pt field goals made Equipe,"2-pt field goals, % Equipe","centile_2-pt field goals, % Equipe",3-pt field goals attempted Equipe,3-pt field goals made Equipe,"3-pt field goals, % Equipe","centile_3-pt field goals, % Equipe",Free throws attempted Equipe,Free throws made Equipe,"Free throws, % Equipe","centile_Free throws, % Equipe",Rebounds Equipe,Offensive rebounds Equipe,Defensive rebounds Equipe,Assists Equipe,Steals Equipe,Turnovers Equipe,Fouls Equipe,Possessions Opposant,Points Opposant,Field goals attempted Opposant,Field goals made Opposant,2-pt field goals attempted Opposant,2-pt field goals made Opposant,"2-pt field goals, % Opposant","centile_2-pt field goals, % Opposant",3-pt field goals attempted Opposant,3-pt field goals made Opposant,"3-pt field goals, % Opposant","centile_3-pt field goals, % Opposant",Free throws attempted Opposant,Free throws made Opposant,"Free throws, % Opposant","centile_Free throws, % Opposant",Rebounds Opposant,Offensive rebounds Opposant,Defensive rebounds Opposant,Assists Opposant,Steals Opposant,Turnovers Opposant,Fouls Opposant,Equipe,Championnat,Player_1_name,Player_2_name,Player_3_name,Player_4_name,Player_5_name,Player_1_id,Player_2_id,Player_3_id,Player_4_id,Player_5_id,Secondes,centile_Secondes,Rentabilite_possessions_equipe,centile_Rentabilite_possessions_equipe,Rentabilite_possessions_opp,centile_Rentabilite_possessions_opp,Differentiel_rentabilite_possessions,centile_Differentiel_rentabilite_possessions,Rentabilite_temps_equipe,centile_Rentabilite_temps_equipe,Rentabilite_temps_opp,centile_Rentabilite_temps_opp,Differentiel_rentabilite_temps,centile_Differentiel_rentabilite_temps,True_Shooting_%_equipe,centile_True_Shooting_%_equipe,True_Shooting_%_opp,centile_True_Shooting_%_opp,Differentiel_True_Shooting_%,centile_Differentiel_True_Shooting_%,Pts_Tirs_Tentes_equipe,centile_Pts_Tirs_Tentes_equipe,Pts_Tirs_Tentes_opp,centile_Pts_Tirs_Tentes_opp,minutes_filtre,Differentiel_Pts_Tirs_Tentes,centile_Differentiel_Pts_Tirs_Tentes
BG-5JBG-13ABG-12FBG-97CBG-77D,"5 G. Watson Jr, 13 T. Agee, 12 V. Fofana, 97 V. Chery, 77 R. Domon",-4,13:07,32,17,22,7,18,6,33.3,7,4,1,25.0,22,4,2,50.0,9,11,5,6,2,0,4,4,31,21,20,7,13,4,30.8,4,7,3,42.9,73,5,4,80.0,54,16,5,11,4,3,5,9,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,12 V. Fofana,97 V. Chery,77 R. Domon,BG-5J,BG-13A,BG-12F,BG-97C,BG-77D,787.0,36,53.125,2,67.74193548387096,84,-14.61693548387096,25,97.58576874205843,59,94.53621346886912,53,3.049555273189327,58,35.77441077441077,1,47.2972972972973,17,-11.52288652288653,22,71.54882154882154,1,94.5945945945946,82,-23.04577304577306,22,blue
BG-12FBG-97CBG-45CBG-3CBG-19B,"12 V. Fofana, 97 V. Chery, 45 T. Cornely, 3 H. Cattoor, 19 C. Babb",0,12:03,31,22,20,6,8,3,37.5,11,12,3,25.0,22,8,7,87.5,73,12,5,7,5,5,1,6,25,22,17,8,9,6,66.7,82,8,2,25.0,19,4,4,100.0,90,10,1,9,4,0,5,8,BCM Gravelines-Dunkerque,Betclic Elite,12 V. Fofana,97 V. Chery,45 T. Cornely,3 H. Cattoor,19 C. Babb,BG-12F,BG-97C,BG-45C,BG-3C,BG-19B,723.0,26,70.96774193548387,22,88.0,43,-17.032258064516128,20,102.9045643153527,76,82.98755186721992,89,19.91701244813278,91,46.7687074829932,15,58.635394456289966,56,-11.866686973296764,21,93.5374149659864,15,117.27078891257992,43,-23.73337394659353,21,blue
BG-5JBG-9BBG-13ABG-45CBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 13 T. Agee, 45 T. Cornely, 19 C. Babb",4,11:14,26,18,14,5,8,5,62.5,71,6,0,0.0,1,9,8,88.9,75,7,1,6,4,2,5,2,22,14,15,6,10,5,50.0,38,5,1,20.0,10,1,1,100.0,90,8,2,6,4,1,5,8,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,13 T. Agee,45 T. Cornely,19 C. Babb,BG-5J,BG-9B,BG-13A,BG-45C,BG-19B,674.0,19,69.23076923076923,19,63.63636363636363,88,5.594405594405593,54,92.58160237388724,34,78.33827893175075,96,14.243323442136486,86,50.11135857461024,23,45.33678756476684,11,4.774571009843406,56,100.22271714922049,23,90.67357512953367,88,9.549142019686812,56,blue
BG-5JBG-13ABG-12FBG-3CBG-19B,"5 G. Watson Jr, 13 T. Agee, 12 V. Fofana, 3 H. Cattoor, 19 C. Babb",-5,10:32,19,22,10,3,3,2,66.7,80,7,1,14.3,7,17,15,88.2,74,4,0,4,3,0,1,2,22,27,19,10,10,6,60.0,69,9,4,44.4,76,4,3,75.0,41,8,2,6,3,0,0,8,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,12 V. Fofana,3 H. Cattoor,19 C. Babb,BG-5J,BG-13A,BG-12F,BG-3C,BG-19B,632.0,7,115.78947368421052,90,122.72727272727272,2,-6.937799043062199,36,72.15189873417722,1,83.54430379746834,87,-11.392405063291122,15,62.92906178489702,64,65.02890173410404,75,-2.0998399492070163,42,125.85812356979405,64,130.05780346820808,24,-4.199679898414033,42,blue
BG-9BBG-12FBG-45CBG-3CBG-77D,"9 G. Bezhanishvili, 12 V. Fofana, 45 T. Cornely, 3 H. Cattoor, 77 R. Domon",-7,10:30,21,14,15,5,10,4,40.0,15,5,1,20.0,13,4,3,75.0,43,8,2,6,2,2,1,8,25,21,16,7,12,6,50.0,38,4,1,25.0,19,6,6,100.0,90,7,2,5,5,0,2,4,BCM Gravelines-Dunkerque,Betclic Elite,9 G. Bezhanishvili,12 V. Fofana,45 T. Cornely,3 H. Cattoor,77 R. Domon,BG-9B,BG-12F,BG-45C,BG-3C,BG-77D,630.0,6,66.66666666666666,16,84.0,51,-17.333333333333343,20,80.0,6,95.23809523809524,50,-15.238095238095228,10,41.76610978520286,6,56.33047210300429,46,-14.564362317801432,16,83.53221957040572,6,112.66094420600858,53,-29.128724635602865,16,blue
BG-9BBG-12FBG-45CBG-77DBG-10B,"9 G. Bezhanishvili, 12 V. Fofana, 45 T. Cornely, 77 R. Domon, 10 E. Boisdur",-7,10:19,34,22,17,8,10,5,50.0,34,7,3,42.9,67,5,3,60.0,18,6,4,2,7,4,8,5,22,29,12,9,6,5,83.3,99,6,4,66.7,98,8,7,87.5,74,4,1,3,8,5,4,6,BCM Gravelines-Dunkerque,Betclic Elite,9 G. Bezhanishvili,12 V. Fofana,45 T. Cornely,77 R. Domon,10 E. Boisdur,BG-9B,BG-12F,BG-45C,BG-77D,BG-10B,619.0,3,64.70588235294117,13,131.8181818181818,0,-67.11229946524064,1,131.82552504038773,99,85.2988691437803,86,46.52665589660744,100,57.29166666666667,45,93.4278350515464,100,-36.13616838487973,1,114.58333333333334,45,186.8556701030928,0,-72.27233676975945,1,blue
BG-9BBG-13ABG-45CBG-3CBG-77D,"9 G. Bezhanishvili, 13 T. Agee, 45 T. Cornely, 3 H. Cattoor, 77 R. Domon",4,10:08,29,35,19,12,12,10,83.3,96,7,2,28.6,29,10,9,90.0,76,9,0,9,6,2,3,5,30,31,21,12,12,7,58.3,64,9,5,55.6,90,7,2,28.6,4,8,2,6,5,1,3,7,BCM Gravelines-Dunkerque,Betclic Elite,9 G. Bezhanishvili,13 T. Agee,45 T. Cornely,3 H. Cattoor,77 R. Domon,BG-9B,BG-13A,BG-45C,BG-3C,BG-77D,608.0,2,120.6896551724138,94,103.33333333333334,14,17.35632183908045,70,114.47368421052632,94,118.42105263157896,1,-3.94736842105263,35,74.78632478632478,90,64.3687707641196,74,10.41755402220518,72,149.57264957264957,90,128.7375415282392,25,20.83510804441036,72,blue
JDB-43SJDB-1MJDB-15HJDB-61JJDB-6D,"43 C. Sengfelder, 1 M. McDuffie, 15 G. Hrovat, 61 A. Jean Julien, 6 R. Ducote",-12,38:00,78,79,55,30,31,19,61.3,68,24,11,45.8,74,10,8,80.0,55,22,5,17,22,3,11,27,87,91,48,27,28,17,60.7,71,20,10,50.0,84,35,27,77.1,47,25,7,18,17,5,8,12,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,1 M. McDuffie,15 G. Hrovat,61 A. Jean Julien,6 R. Ducote,JDB-43S,JDB-1M,JDB-15H,JDB-61J,JDB-6D,2280.0,88,101.28205128205128,74,104.59770114942528,12,-3.315649867374006,42,82.10526315789474,9,91.57894736842104,68,-9.473684210526317,21,66.4983164983165,75,71.76656151419559,92,-5.2682450158790886,33,132.996632996633,75,143.53312302839117,7,-10.536490031758175,33,blue
JDB-43SJDB-1MJDB-15HJDB-11HJDB-9K,"43 C. Sengfelder, 1 M. McDuffie, 15 G. Hrovat, 11 D. Holston, 9 I. Kamardine",7,28:19,59,63,39,22,19,14,73.7,93,20,8,40.0,61,14,11,78.6,51,15,2,13,13,6,7,15,72,56,43,22,28,16,57.1,62,15,6,40.0,67,7,6,85.7,71,19,6,13,11,4,11,11,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,1 M. McDuffie,15 G. Hrovat,11 D. Holston,9 I. Kamardine,JDB-43S,JDB-1M,JDB-15H,JDB-11H,JDB-9K,1699.0,79,106.77966101694916,83,77.77777777777779,63,29.001883239171377,82,83.34314302530902,10,101.70688640376692,21,-18.363743378457897,6,69.75199291408326,81,60.76388888888889,62,8.988104025194367,68,139.50398582816652,81,121.5277777777778,37,17.976208050388735,68,blue
JDB-43SJDB-1MJDB-15HJDB-0BJDB-11H,"43 C. Sengfelder, 1 M. McDuffie, 15 G. Hrovat, 0 P. Booth, 11 D. Holston",-28,26:28,69,40,44,16,29,13,44.8,23,15,3,20.0,13,7,5,71.4,35,13,6,7,9,5,11,13,68,68,37,26,22,18,81.8,97,15,8,53.3,88,10,8,80.0,54,24,3,21,20,6,13,13,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,1 M. McDuffie,15 G. Hrovat,0 P. Booth,11 D. Holston,JDB-43S,JDB-1M,JDB-15H,JDB-0B,JDB-11H,1588.0,78,57.971014492753625,6,100.0,19,-42.028985507246375,7,104.28211586901764,80,102.77078085642316,17,1.5113350125944578,53,42.48088360237893,7,82.1256038647343,99,-39.64472026235537,1,84.96176720475786,7,164.2512077294686,0,-79.28944052471074,1,blue
JDB-43SJDB-1MJDB-61JJDB-7EJDB-11H,"43 C. Sengfelder, 1 M. McDuffie, 61 A. Jean Julien, 7 K. Edwards, 11 D. Holston",-1,26:06,64,56,44,20,26,12,46.2,26,18,8,44.4,71,11,8,72.7,38,23,6,17,18,2,7,22,65,57,42,18,26,13,50.0,38,16,5,31.3,35,20,16,80.0,54,21,4,17,12,3,7,14,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,1 M. McDuffie,61 A. Jean Julien,7 K. Edwards,11 D. Holston,JDB-43S,JDB-1M,JDB-61J,JDB-7E,JDB-11H,1566.0,78,87.5,52,87.6923076923077,44,-0.1923076923076934,47,98.08429118773948,62,99.61685823754787,31,-1.5325670498084207,43,57.33005733005733,45,56.10236220472441,44,1.2276951253329216,49,114.66011466011466,45,112.2047244094488,55,2.455390250665843,49,blue
JDB-43SJDB-0BJDB-11HJDB-9KJDB-72D,"43 C. Sengfelder, 0 P. Booth, 11 D. Holston, 9 I. Kamardine, 72 A. Dokossi",17,18:27,42,49,31,19,13,11,84.6,97,18,8,44.4,71,3,3,100.0,90,19,3,16,13,2,4,12,51,32,30,10,17,9,52.9,48,13,1,7.7,3,11,11,100.0,90,8,3,5,8,3,6,6,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,0 P. Booth,11 D. Holston,9 I. Kamardine,72 A. Dokossi,JDB-43S,JDB-0B,JDB-11H,JDB-9K,JDB-72D,1107.0,59,116.66666666666669,91,62.74509803921568,90,53.92156862745099,98,91.05691056910568,29,110.56910569105692,5,-19.51219512195124,5,75.80445544554455,92,45.92422502870264,12,29.88023041684191,96,151.6089108910891,92,91.84845005740527,87,59.76046083368382,96,blue
JDB-43SJDB-1MJDB-15HJDB-61JJDB-11H,"43 C. Sengfelder, 1 M. McDuffie, 15 G. Hrovat, 61 A. Jean Julien, 11 D. Holston",-5,17:36,41,29,27,10,11,5,45.5,25,16,5,31.3,33,5,4,80.0,55,10,2,8,5,4,6,10,43,34,24,12,14,9,64.3,78,10,3,30.0,32,9,7,77.8,49,16,4,12,10,4,8,10,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,1 M. McDuffie,15 G. Hrovat,61 A. Jean Julien,11 D. Holston,JDB-43S,JDB-1M,JDB-15H,JDB-61J,JDB-11H,1056.0,56,70.73170731707317,21,79.06976744186046,61,-8.33806012478729,33,93.1818181818182,37,97.72727272727272,37,-4.5454545454545325,33,49.65753424657534,21,60.80114449213162,63,-11.143610245556282,23,99.31506849315068,21,121.60228898426324,36,-22.287220491112564,23,blue
JDB-43SJDB-1MJDB-15HJDB-0BJDB-61J,"43 C. Sengfelder, 1 M. McDuffie, 15 G. Hrovat, 0 P. Booth, 61 A. Jean Julien",-4,17:14,41,35,27,12,18,8,44.4,22,9,4,44.4,71,8,7,87.5,73,12,2,10,9,2,5,12,42,39,26,12,15,7,46.7,30,11,5,45.5,78,12,10,83.3,63,17,4,13,7,3,5,8,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,1 M. McDuffie,15 G. Hrovat,0 P. Booth,61 A. Jean Julien,JDB-43S,JDB-1M,JDB-15H,JDB-0B,JDB-61J,1034.0,54,85.36585365853658,48,92.85714285714286,32,-7.491289198606282,34,95.16441005802707,45,97.48549323017409,40,-2.3210831721469987,40,57.3394495412844,45,62.34015345268542,68,-5.000703911401018,34,114.6788990825688,45,124.68030690537084,31,-10.001407822802037,34,blue
JDB-0BJDB-11HJDB-20WJDB-9KJDB-72D,"0 P. Booth, 11 D. Holston, 20 G. Ware, 9 I. Kamardine, 72 A. Dokossi",6,14:31,31,38,23,15,13,10,76.9,94,10,5,50.0,80,3,3,100.0,90,8,2,6,14,1,5,7,35,32,24,12,12,9,75.0,94,12,3,25.0,19,9,5,55.6,13,8,3,5,10,3,2,3,JDA Dijon Basket,Betclic Elite,0 P. Booth,11 D. Holston,20 G. Ware,9 I. Kamardine,72 A. Dokossi,JDB-0B,JDB-11H,JDB-20W,JDB-9K,JDB-72D,871.0,43,122.58064516129032,95,91.42857142857144,34,31.15207373271889,84,85.41905855338692,14,96.44087256027557,43,-11.021814006888633,16,78.125,95,57.22460658082975,51,20.90039341917025,89,156.25,95,114.4492131616595,48,41.8007868383405,89,blue
JDB-1MJDB-15HJDB-61JJDB-11HJDB-20W,"1 M. McDuffie, 15 G. Hrovat, 61 A. Jean Julien, 11 D. Holston, 20 G. Ware",23,12:31,30,45,24,16,15,12,80.0,95,9,4,44.4,71,11,9,81.8,60,9,3,6,12,1,0,3,22,22,15,8,10,6,60.0,69,5,2,40.0,67,6,4,66.7,26,4,0,4,6,0,3,8,JDA Dijon Basket,Betclic Elite,1 M. McDuffie,15 G. Hrovat,61 A. Jean Julien,11 D. Holston,20 G. Ware,JDB-1M,JDB-15H,JDB-61J,JDB-11H,JDB-20W,751.0,32,150.0,99,100.0,19,50.0,96,95.8721704394141,48,70.30625832223701,98,25.56591211717709,95,78.01664355062414,95,62.358276643990926,68,15.658366906633212,81,156.03328710124828,95,124.71655328798184,31,31.316733813266424,81,blue
JDB-1MJDB-0BJDB-11HJDB-20WJDB-9K,"1 M. McDuffie, 0 P. Booth, 11 D. Holston, 20 G. Ware, 9 I. Kamardine",4,12:28,29,28,18,10,10,7,70.0,85,8,3,37.5,51,5,5,100.0,90,9,2,7,7,1,3,5,27,24,19,8,12,5,41.7,17,7,3,42.9,73,6,5,83.3,63,9,2,7,5,2,2,8,JDA Dijon Basket,Betclic Elite,1 M. McDuffie,0 P. Booth,11 D. Holston,20 G. Ware,9 I. Kamardine,JDB-1M,JDB-0B,JDB-11H,JDB-20W,JDB-9K,748.0,31,96.55172413793105,69,88.88888888888889,40,7.662835249042146,58,93.048128342246,35,86.63101604278074,84,6.417112299465245,67,69.30693069306932,80,55.45286506469501,40,13.854065628374308,77,138.61386138613864,80,110.90573012939002,59,27.70813125674861,77,blue
JDB-43SJDB-1MJDB-0BJDB-11HJDB-9K,"43 C. Sengfelder, 1 M. McDuffie, 0 P. Booth, 11 D. Holston, 9 I. Kamardine",0,10:47,23,24,17,9,7,5,71.4,88,10,4,40.0,61,2,2,100.0,90,7,1,6,7,1,3,6,35,24,23,9,14,8,57.1,62,9,1,11.1,5,8,5,62.5,20,13,6,7,4,3,1,4,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,1 M. McDuffie,0 P. Booth,11 D. Holston,9 I. Kamardine,JDB-43S,JDB-1M,JDB-0B,JDB-11H,JDB-9K,647.0,11,104.34782608695652,80,68.57142857142857,84,35.77639751552795,89,85.31684698608964,13,129.82998454404947,0,-44.51313755795982,0,67.11409395973155,76,45.24886877828055,10,21.865225181451,90,134.2281879194631,76,90.49773755656108,89,43.730450362902005,90,blue
JDB-1MJDB-61JJDB-7EJDB-11HJDB-20W,"1 M. McDuffie, 61 A. Jean Julien, 7 K. Edwards, 11 D. Holston, 20 G. Ware",-8,10:47,26,18,17,7,11,4,36.4,9,6,3,50.0,80,1,1,100.0,90,8,1,7,4,2,7,8,31,26,17,9,11,9,81.8,97,6,0,0.0,1,11,8,72.7,36,9,1,8,9,4,5,4,JDA Dijon Basket,Betclic Elite,1 M. McDuffie,61 A. Jean Julien,7 K. Edwards,11 D. Holston,20 G. Ware,JDB-1M,JDB-61J,JDB-7E,JDB-11H,JDB-20W,647.0,11,69.23076923076923,19,83.87096774193549,53,-14.64019851116626,25,96.4451313755796,51,114.99227202472952,2,-18.54714064914991,6,51.60550458715596,27,59.523809523809526,58,-7.918304936653563,28,103.21100917431193,27,119.04761904761904,41,-15.836609873307124,28,blue
JDB-43SJDB-1MJDB-7EJDB-8OJDB-11H,"43 C. Sengfelder, 1 M. McDuffie, 7 K. Edwards, 8 J. Obiesie, 11 D. Holston",-5,10:36,28,20,19,7,11,4,36.4,9,8,3,37.5,51,3,3,100.0,90,7,1,6,4,2,2,3,22,25,17,9,13,7,53.8,51,4,2,50.0,84,6,5,83.3,63,11,2,9,8,1,3,6,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,1 M. McDuffie,7 K. Edwards,8 J. Obiesie,11 D. Holston,JDB-43S,JDB-1M,JDB-7E,JDB-8O,JDB-11H,636.0,8,71.42857142857143,24,113.63636363636364,7,-42.20779220779221,7,105.66037735849056,83,83.0188679245283,89,22.64150943396227,94,49.21259842519685,20,63.645621181262726,72,-14.433022756065874,17,98.4251968503937,20,127.29124236252544,27,-28.86604551213175,17,blue
JDB-43SJDB-1MJDB-61JJDB-7EJDB-9K,"43 C. Sengfelder, 1 M. McDuffie, 61 A. Jean Julien, 7 K. Edwards, 9 I. Kamardine",2,10:30,27,23,17,7,7,5,71.4,88,10,2,20.0,13,7,7,100.0,90,6,1,5,7,1,2,6,29,21,17,8,9,5,55.6,57,8,3,37.5,58,3,2,66.7,26,12,3,9,5,1,3,10,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,1 M. McDuffie,61 A. Jean Julien,7 K. Edwards,9 I. Kamardine,JDB-43S,JDB-1M,JDB-61J,JDB-7E,JDB-9K,630.0,6,85.18518518518519,47,72.41379310344827,77,12.77139208173692,64,102.85714285714286,76,110.47619047619048,6,-7.61904761904762,25,57.27091633466136,44,57.31441048034935,51,-0.0434941456879869,45,114.54183266932272,44,114.62882096069868,48,-0.0869882913759738,45,blue
JDB-43SJDB-7EJDB-8OJDB-11HJDB-72D,"43 C. Sengfelder, 7 K. Edwards, 8 J. Obiesie, 11 D. Holston, 72 A. Dokossi",-10,10:15,24,14,18,6,13,6,46.2,26,5,0,0.0,1,2,2,100.0,90,8,2,6,4,1,4,5,29,24,22,9,17,6,35.3,9,5,3,60.0,94,4,3,75.0,41,11,4,7,7,2,2,2,JDA Dijon Basket,Betclic Elite,43 C. Sengfelder,7 K. Edwards,8 J. Obiesie,11 D. Holston,72 A. Dokossi,JDB-43S,JDB-7E,JDB-8O,JDB-11H,JDB-72D,615.0,3,58.333333333333336,7,82.75862068965517,54,-24.42528735632184,16,93.65853658536584,40,113.17073170731707,3,-19.512195121951223,6,37.07627118644068,3,50.5050505050505,24,-13.42877931860982,17,74.15254237288136,3,101.010101010101,75,-26.85755863721964,17,blue
LRR-33HLRR-35NLRR-69HLRR-13BLRR-3S,"33 R. Hawkins, 35 J. Niziol, 69 L. Hergott, 13 J. Belo-Osagie, 3 S. Sessoms",-22,71:56,169,125,104,44,59,32,54.2,44,45,12,26.7,26,31,25,80.6,57,51,7,44,31,12,24,35,163,147,114,51,68,33,48.5,33,46,18,39.1,62,37,27,73.0,37,60,9,51,34,11,18,39,La Rochelle Rupella,Betclic Elite,33 R. Hawkins,35 J. Niziol,69 L. Hergott,13 J. Belo-Osagie,3 S. Sessoms,LRR-33H,LRR-35N,LRR-69H,LRR-13B,LRR-3S,4316.0,98,73.96449704142012,27,90.1840490797546,36,-16.219552038334484,22,93.97590361445783,41,90.6394810009268,72,3.3364226135310417,59,53.12818769126147,32,56.41694811175929,46,-3.288760420497816,37,106.25637538252296,32,112.83389622351858,53,-6.577520840995632,37,blue
LRR-20LLRR-10CLRR-21MLRR-69HLRR-13B,"20 M. Leray, 10 G. Clerc, 21 C. Moore, 69 L. Hergott, 13 J. Belo-Osagie",-22,32:58,76,41,44,15,28,12,42.9,20,16,3,18.8,12,8,8,100.0,90,26,3,23,12,11,15,12,75,63,53,23,22,12,54.5,53,31,11,35.5,50,7,6,85.7,71,30,5,25,15,7,12,14,La Rochelle Rupella,Betclic Elite,20 M. Leray,10 G. Clerc,21 C. Moore,69 L. Hergott,13 J. Belo-Osagie,LRR-20L,LRR-10C,LRR-21M,LRR-69H,LRR-13B,1978.0,85,53.94736842105263,3,84.0,51,-30.05263157894737,13,92.21435793731042,33,91.0010111223458,71,1.2133468149646234,53,43.13973063973064,8,56.169757489301,45,-13.030026849570362,18,86.27946127946127,8,112.339514978602,54,-26.060053699140724,18,blue
LRR-20LLRR-21MLRR-69HLRR-13BLRR-3S,"20 M. Leray, 21 C. Moore, 69 L. Hergott, 13 J. Belo-Osagie, 3 S. Sessoms",2,20:33,50,39,35,16,26,14,53.8,43,9,2,22.2,16,7,5,71.4,35,17,5,12,12,5,6,8,49,37,32,13,18,7,38.9,13,14,6,42.9,73,6,5,83.3,63,19,5,14,10,4,9,9,La Rochelle Rupella,Betclic Elite,20 M. Leray,21 C. Moore,69 L. Hergott,13 J. Belo-Osagie,3 S. Sessoms,LRR-20L,LRR-21M,LRR-69H,LRR-13B,LRR-3S,1233.0,67,78.0,35,75.51020408163265,69,2.4897959183673493,50,97.323600973236,56,95.37712895377128,49,1.9464720194647072,56,51.20798319327732,26,53.40646651270208,33,-2.19848331942476,41,102.41596638655464,26,106.81293302540416,66,-4.39696663884952,41,blue
LRR-35NLRR-20LLRR-10CLRR-21MLRR-5S,"35 J. Niziol, 20 M. Leray, 10 G. Clerc, 21 C. Moore, 5 J. Sanchez",-5,18:33,41,28,27,10,18,8,44.4,22,9,2,22.2,16,10,6,60.0,18,12,1,11,8,4,6,8,47,33,30,11,22,9,40.9,15,8,2,25.0,19,11,9,81.8,58,21,5,16,7,1,8,9,La Rochelle Rupella,Betclic Elite,35 J. Niziol,20 M. Leray,10 G. Clerc,21 C. Moore,5 J. Sanchez,LRR-35N,LRR-20L,LRR-10C,LRR-21M,LRR-5S,1113.0,60,68.29268292682927,17,70.2127659574468,81,-1.9200830306175332,44,88.40970350404312,20,101.3477088948787,23,-12.938005390835585,14,44.5859872611465,10,47.3593570608496,17,-2.7733697997030973,40,89.171974522293,10,94.7187141216992,82,-5.5467395994061945,40,blue
LRR-1SLRR-33HLRR-35NLRR-10CLRR-5S,"1 J. Saibou, 33 R. Hawkins, 35 J. Niziol, 10 G. Clerc, 5 J. Sanchez",19,18:27,42,43,32,17,18,10,55.6,48,14,7,50.0,80,4,2,50.0,9,16,4,12,13,8,2,13,47,24,24,7,15,4,26.7,1,9,3,33.3,42,11,7,63.6,21,14,4,10,4,0,10,6,La Rochelle Rupella,Betclic Elite,1 J. Saibou,33 R. Hawkins,35 J. Niziol,10 G. Clerc,5 J. Sanchez,LRR-1S,LRR-33H,LRR-35N,LRR-10C,LRR-5S,1107.0,59,102.38095238095238,76,51.06382978723404,97,51.31712259371834,97,91.05691056910568,29,101.8970189701897,20,-10.840108401084024,16,63.68483412322276,66,41.60887656033287,3,22.07595756288989,91,127.36966824644551,66,83.21775312066573,96,44.15191512577978,91,blue
LRR-20LLRR-12DLRR-10CLRR-21MLRR-13B,"20 M. Leray, 12 T. Digbeu, 10 G. Clerc, 21 C. Moore, 13 J. Belo-Osagie",-5,16:20,38,34,23,12,14,10,71.4,88,9,2,22.2,16,10,8,80.0,55,9,4,5,8,3,5,8,40,39,25,11,16,8,50.0,38,9,3,33.3,42,14,14,100.0,90,12,4,8,10,3,4,8,La Rochelle Rupella,Betclic Elite,20 M. Leray,12 T. Digbeu,10 G. Clerc,21 C. Moore,13 J. Belo-Osagie,LRR-20L,LRR-12D,LRR-10C,LRR-21M,LRR-13B,980.0,50,89.47368421052632,58,97.5,23,-8.026315789473685,34,93.06122448979592,35,97.95918367346938,36,-4.897959183673464,33,62.04379562043796,61,62.58023106546855,69,-0.536435445030591,44,124.08759124087592,61,125.1604621309371,30,-1.072870890061182,44,blue
LRR-33HLRR-35NLRR-4CLRR-13BLRR-3S,"33 R. Hawkins, 35 J. Niziol, 4 T. Cheese, 13 J. Belo-Osagie, 3 S. Sessoms",-4,13:22,32,22,21,8,12,6,50.0,34,9,2,22.2,16,7,4,57.1,14,7,3,4,6,2,2,5,32,26,21,11,11,7,63.6,76,10,4,40.0,67,0,0,0.0,1,12,5,7,5,2,4,7,La Rochelle Rupella,Betclic Elite,33 R. Hawkins,35 J. Niziol,4 T. Cheese,13 J. Belo-Osagie,3 S. Sessoms,LRR-33H,LRR-35N,LRR-4C,LRR-13B,LRR-3S,802.0,37,68.75,18,81.25,57,-12.5,28,95.76059850374064,48,95.76059850374064,46,0.0,49,45.68106312292359,12,61.90476190476191,66,-16.223698781838316,14,91.36212624584718,12,123.8095238095238,33,-32.44739756367663,14,blue
LRR-1SLRR-33HLRR-35NLRR-12DLRR-5S,"1 J. Saibou, 33 R. Hawkins, 35 J. Niziol, 12 T. Digbeu, 5 J. Sanchez",13,12:50,30,34,17,11,12,8,66.7,80,5,3,60.0,92,10,9,90.0,76,8,1,7,5,1,7,8,34,21,19,8,12,7,58.3,64,7,1,14.3,7,4,4,100.0,90,6,2,4,4,3,5,7,La Rochelle Rupella,Betclic Elite,1 J. Saibou,33 R. Hawkins,35 J. Niziol,12 T. Digbeu,5 J. Sanchez,LRR-1S,LRR-33H,LRR-35N,LRR-12D,LRR-5S,770.0,34,113.33333333333331,89,61.76470588235294,92,51.56862745098039,97,93.5064935064935,38,105.97402597402598,12,-12.46753246753248,15,79.4392523364486,96,50.57803468208092,25,28.861217654367685,95,158.8785046728972,96,101.15606936416184,74,57.72243530873537,95,blue
